Orthogroup	36345_Symbiodinium_microadriaticum_A1_CassKB8_500ln	52508_Breviolum_Sid-radians_Avila-Medina_500lnThresh_LongestIso_renamed
OG0000000	Smic_CassKB8.gene25563.mRNA1_Sym, Smic_CassKB8.gene8730.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN269345_c1_g1_i1_Symbiont
OG0000000	Smic_CassKB8.gene10529.mRNA1_Sym, Smic_CassKB8.gene24720.mRNA1_Sym, Smic_CassKB8.gene5655.mRNA1_Sym, Smic_CassKB8.gene38440.mRNA1_Sym, Smic_CassKB8.gene16825.mRNA1_Sym, Smic_CassKB8.gene23518.mRNA1_Sym, Smic_CassKB8.gene22005.mRNA1_Sym, Smic_CassKB8.gene984.mRNA1_Sym, Smic_CassKB8.gene13761.mRNA1_Sym, Smic_CassKB8.gene27310.mRNA1_Sym, Smic_CassKB8.gene24764.mRNA1_Sym, Smic_CassKB8.gene13766.mRNA1_Sym, Smic_CassKB8.gene20967.mRNA1_Sym, Smic_CassKB8.gene23613.mRNA1_Sym, Smic_CassKB8.gene29780.mRNA1_Sym, Smic_CassKB8.gene6508.mRNA1_Sym, Smic_CassKB8.gene20748.mRNA1_Sym, Smic_CassKB8.gene37639.mRNA1_Sym, Smic_CassKB8.gene1818.mRNA1_Sym, Smic_CassKB8.gene8298.mRNA1_Sym, Smic_CassKB8.gene903.mRNA1_Sym, Smic_CassKB8.gene20879.mRNA1_Sym, Smic_CassKB8.gene11863.mRNA1_Sym, Smic_CassKB8.gene31204.mRNA1_Sym, Smic_CassKB8.gene15740.mRNA1_Sym, Smic_CassKB8.gene29820.mRNA1_Sym, Smic_CassKB8.gene18487.mRNA1_Sym, Smic_CassKB8.gene29837.mRNA1_Sym, Smic_CassKB8.gene30387.mRNA1_Sym, Smic_CassKB8.gene25651.mRNA1_Sym, Smic_CassKB8.gene30250.mRNA1_Sym, Smic_CassKB8.gene32864.mRNA1_Sym, Smic_CassKB8.gene27038.mRNA1_Sym, Smic_CassKB8.gene35665.mRNA1_Sym, Smic_CassKB8.gene14571.mRNA1_Sym, Smic_CassKB8.gene32758.mRNA1_Sym, Smic_CassKB8.gene27218.mRNA1_Sym, Smic_CassKB8.gene25817.mRNA1_Sym, Smic_CassKB8.gene9628.mRNA1_Sym, Smic_CassKB8.gene23694.mRNA1_Sym, Smic_CassKB8.gene39376.mRNA1_Sym, Smic_CassKB8.gene25245.mRNA1_Sym, Smic_CassKB8.gene4253.mRNA1_Sym, Smic_CassKB8.gene11302.mRNA1_Sym, Smic_CassKB8.gene2039.mRNA1_Sym, Smic_CassKB8.gene25613.mRNA1_Sym, Smic_CassKB8.gene29458.mRNA1_Sym, Smic_CassKB8.gene6997.mRNA1_Sym, Smic_CassKB8.gene15097.mRNA1_Sym, Smic_CassKB8.gene30517.mRNA1_Sym, Smic_CassKB8.gene17875.mRNA1_Sym, Smic_CassKB8.gene4583.mRNA1_Sym, Smic_CassKB8.gene19432.mRNA1_Sym, Smic_CassKB8.gene3436.mRNA1_Sym, Smic_CassKB8.gene33529.mRNA1_Sym, Smic_CassKB8.gene23133.mRNA1_Sym, Smic_CassKB8.gene5082.mRNA1_Sym, Smic_CassKB8.gene17215.mRNA1_Sym, Smic_CassKB8.gene18064.mRNA1_Sym, Smic_CassKB8.gene24785.mRNA1_Sym, Smic_CassKB8.gene6159.mRNA1_Sym, Smic_CassKB8.gene31492.mRNA1_Sym, Smic_CassKB8.gene20455.mRNA1_Sym, Smic_CassKB8.gene27451.mRNA1_Sym, Smic_CassKB8.gene599.mRNA1_Sym, Smic_CassKB8.gene16498.mRNA1_Sym, Smic_CassKB8.gene14807.mRNA1_Sym, Smic_CassKB8.gene1817.mRNA1_Sym, Smic_CassKB8.gene11676.mRNA1_Sym, Smic_CassKB8.gene30086.mRNA1_Sym, Smic_CassKB8.gene21107.mRNA1_Sym, Smic_CassKB8.gene27257.mRNA1_Sym, Smic_CassKB8.gene21491.mRNA1_Sym, Smic_CassKB8.gene11970.mRNA1_Sym, Smic_CassKB8.gene4223.mRNA1_Sym, Smic_CassKB8.gene22692.mRNA1_Sym, Smic_CassKB8.gene8514.mRNA1_Sym, Smic_CassKB8.gene27778.mRNA1_Sym, Smic_CassKB8.gene13822.mRNA1_Sym, Smic_CassKB8.gene16280.mRNA1_Sym, Smic_CassKB8.gene31851.mRNA1_Sym, Smic_CassKB8.gene28281.mRNA1_Sym, Smic_CassKB8.gene37500.mRNA1_Sym, Smic_CassKB8.gene36251.mRNA1_Sym, Smic_CassKB8.gene14246.mRNA1_Sym, Smic_CassKB8.gene25096.mRNA1_Sym, Smic_CassKB8.gene25480.mRNA1_Sym, Smic_CassKB8.gene15670.mRNA1_Sym, Smic_CassKB8.gene4091.mRNA1_Sym, Smic_CassKB8.gene26525.mRNA1_Sym, Smic_CassKB8.gene24951.mRNA1_Sym, Smic_CassKB8.gene19653.mRNA1_Sym, Smic_CassKB8.gene18542.mRNA1_Sym, Smic_CassKB8.gene14448.mRNA1_Sym, Smic_CassKB8.gene31028.mRNA1_Sym, Smic_CassKB8.gene14704.mRNA1_Sym, Smic_CassKB8.gene24906.mRNA1_Sym, Smic_CassKB8.gene34112.mRNA1_Sym, Smic_CassKB8.gene9269.mRNA1_Sym, Smic_CassKB8.gene23885.mRNA1_Sym, Smic_CassKB8.gene4280.mRNA1_Sym, Smic_CassKB8.gene19851.mRNA1_Sym, Smic_CassKB8.gene15559.mRNA1_Sym, Smic_CassKB8.gene4589.mRNA1_Sym, Smic_CassKB8.gene29424.mRNA1_Sym, Smic_CassKB8.gene9810.mRNA1_Sym, Smic_CassKB8.gene20218.mRNA1_Sym, Smic_CassKB8.gene16666.mRNA1_Sym, Smic_CassKB8.gene17764.mRNA1_Sym, Smic_CassKB8.gene24988.mRNA1_Sym, Smic_CassKB8.gene4282.mRNA1_Sym, Smic_CassKB8.gene25197.mRNA1_Sym, Smic_CassKB8.gene12252.mRNA1_Sym, Smic_CassKB8.gene42487.mRNA1_Sym, Smic_CassKB8.gene7889.mRNA1_Sym, Smic_CassKB8.gene19860.mRNA1_Sym, Smic_CassKB8.gene10534.mRNA1_Sym, Smic_CassKB8.gene24551.mRNA1_Sym, Smic_CassKB8.gene32706.mRNA1_Sym, Smic_CassKB8.gene26036.mRNA1_Sym, Smic_CassKB8.gene11995.mRNA1_Sym, Smic_CassKB8.gene19242.mRNA1_Sym, Smic_CassKB8.gene21022.mRNA1_Sym, Smic_CassKB8.gene24621.mRNA1_Sym, Smic_CassKB8.gene8946.mRNA1_Sym, Smic_CassKB8.gene16402.mRNA1_Sym, Smic_CassKB8.gene14799.mRNA1_Sym, Smic_CassKB8.gene37887.mRNA1_Sym, Smic_CassKB8.gene6872.mRNA1_Sym, Smic_CassKB8.gene15089.mRNA1_Sym, Smic_CassKB8.gene13641.mRNA1_Sym, Smic_CassKB8.gene39927.mRNA1_Sym, Smic_CassKB8.gene37323.mRNA1_Sym, Smic_CassKB8.gene9621.mRNA1_Sym, Smic_CassKB8.gene8632.mRNA1_Sym, Smic_CassKB8.gene10801.mRNA1_Sym, Smic_CassKB8.gene22011.mRNA1_Sym, Smic_CassKB8.gene6025.mRNA1_Sym, Smic_CassKB8.gene11443.mRNA1_Sym, Smic_CassKB8.gene38801.mRNA1_Sym, Smic_CassKB8.gene22231.mRNA1_Sym, Smic_CassKB8.gene42028.mRNA1_Sym, Smic_CassKB8.gene11234.mRNA1_Sym, Smic_CassKB8.gene36119.mRNA1_Sym, Smic_CassKB8.gene25839.mRNA1_Sym, Smic_CassKB8.gene24317.mRNA1_Sym, Smic_CassKB8.gene23295.mRNA1_Sym, Smic_CassKB8.gene17711.mRNA1_Sym, Smic_CassKB8.gene2722.mRNA1_Sym, Smic_CassKB8.gene15893.mRNA1_Sym, Smic_CassKB8.gene35421.mRNA1_Sym, Smic_CassKB8.gene18335.mRNA1_Sym, Smic_CassKB8.gene18440.mRNA1_Sym, Smic_CassKB8.gene22050.mRNA1_Sym, Smic_CassKB8.gene20389.mRNA1_Sym, Smic_CassKB8.gene7930.mRNA1_Sym, Smic_CassKB8.gene22597.mRNA1_Sym, Smic_CassKB8.gene17960.mRNA1_Sym, Smic_CassKB8.gene24124.mRNA1_Sym, Smic_CassKB8.gene4923.mRNA1_Sym, Smic_CassKB8.gene14680.mRNA1_Sym, Smic_CassKB8.gene31166.mRNA1_Sym, Smic_CassKB8.gene2723.mRNA1_Sym, Smic_CassKB8.gene23502.mRNA1_Sym, Smic_CassKB8.gene11283.mRNA1_Sym, Smic_CassKB8.gene19970.mRNA1_Sym, Smic_CassKB8.gene25823.mRNA1_Sym, Smic_CassKB8.gene19012.mRNA1_Sym, Smic_CassKB8.gene19507.mRNA1_Sym, Smic_CassKB8.gene17247.mRNA1_Sym, Smic_CassKB8.gene11873.mRNA1_Sym, Smic_CassKB8.gene17769.mRNA1_Sym, Smic_CassKB8.gene10286.mRNA1_Sym, Smic_CassKB8.gene6654.mRNA1_Sym, Smic_CassKB8.gene20393.mRNA1_Sym, Smic_CassKB8.gene27442.mRNA1_Sym, Smic_CassKB8.gene8691.mRNA1_Sym, Smic_CassKB8.gene38218.mRNA1_Sym, Smic_CassKB8.gene3714.mRNA1_Sym, Smic_CassKB8.gene42620.mRNA1_Sym, Smic_CassKB8.gene20671.mRNA1_Sym, Smic_CassKB8.gene27966.mRNA1_Sym, Smic_CassKB8.gene7801.mRNA1_Sym, Smic_CassKB8.gene11953.mRNA1_Sym, Smic_CassKB8.gene30230.mRNA1_Sym, Smic_CassKB8.gene10884.mRNA1_Sym, Smic_CassKB8.gene27337.mRNA1_Sym, Smic_CassKB8.gene14032.mRNA1_Sym, Smic_CassKB8.gene15625.mRNA1_Sym, Smic_CassKB8.gene12276.mRNA1_Sym, Smic_CassKB8.gene37534.mRNA1_Sym, Smic_CassKB8.gene3712.mRNA1_Sym, Smic_CassKB8.gene22813.mRNA1_Sym, Smic_CassKB8.gene14159.mRNA1_Sym, Smic_CassKB8.gene17473.mRNA1_Sym, Smic_CassKB8.gene10803.mRNA1_Sym, Smic_CassKB8.gene22811.mRNA1_Sym, Smic_CassKB8.gene2721.mRNA1_Sym, Smic_CassKB8.gene23356.mRNA1_Sym, Smic_CassKB8.gene1455.mRNA1_Sym, Smic_CassKB8.gene38241.mRNA1_Sym, Smic_CassKB8.gene28958.mRNA1_Sym, Smic_CassKB8.gene20980.mRNA1_Sym, Smic_CassKB8.gene14653.mRNA1_Sym, Smic_CassKB8.gene29582.mRNA1_Sym, Smic_CassKB8.gene23118.mRNA1_Sym, Smic_CassKB8.gene8173.mRNA1_Sym, Smic_CassKB8.gene29286.mRNA1_Sym, Smic_CassKB8.gene5747.mRNA1_Sym, Smic_CassKB8.gene24739.mRNA1_Sym, Smic_CassKB8.gene37150.mRNA1_Sym, Smic_CassKB8.gene16427.mRNA1_Sym, Smic_CassKB8.gene30035.mRNA1_Sym, Smic_CassKB8.gene25619.mRNA1_Sym, Smic_CassKB8.gene6784.mRNA1_Sym, Smic_CassKB8.gene21889.mRNA1_Sym, Smic_CassKB8.gene11123.mRNA1_Sym, Smic_CassKB8.gene24123.mRNA1_Sym, Smic_CassKB8.gene6673.mRNA1_Sym, Smic_CassKB8.gene5720.mRNA1_Sym, Smic_CassKB8.gene8690.mRNA1_Sym, Smic_CassKB8.gene15523.mRNA1_Sym, Smic_CassKB8.gene19220.mRNA1_Sym, Smic_CassKB8.gene10809.mRNA1_Sym, Smic_CassKB8.gene697.mRNA1_Sym, Smic_CassKB8.gene16497.mRNA1_Sym, Smic_CassKB8.gene10706.mRNA1_Sym, Smic_CassKB8.gene15835.mRNA1_Sym, Smic_CassKB8.gene36940.mRNA1_Sym, Smic_CassKB8.gene33576.mRNA1_Sym, Smic_CassKB8.gene38173.mRNA1_Sym, Smic_CassKB8.gene18639.mRNA1_Sym, Smic_CassKB8.gene33577.mRNA1_Sym, Smic_CassKB8.gene13206.mRNA1_Sym, Smic_CassKB8.gene2187.mRNA1_Sym, Smic_CassKB8.gene27683.mRNA1_Sym, Smic_CassKB8.gene17271.mRNA1_Sym, Smic_CassKB8.gene26129.mRNA1_Sym, Smic_CassKB8.gene419.mRNA1_Sym, Smic_CassKB8.gene19533.mRNA1_Sym, Smic_CassKB8.gene14139.mRNA1_Sym, Smic_CassKB8.gene16526.mRNA1_Sym, Smic_CassKB8.gene22258.mRNA1_Sym, Smic_CassKB8.gene18517.mRNA1_Sym, Smic_CassKB8.gene26623.mRNA1_Sym, Smic_CassKB8.gene261.mRNA1_Sym, Smic_CassKB8.gene24259.mRNA1_Sym, Smic_CassKB8.gene15578.mRNA1_Sym, Smic_CassKB8.gene21988.mRNA1_Sym, Smic_CassKB8.gene25703.mRNA1_Sym, Smic_CassKB8.gene22917.mRNA1_Sym, Smic_CassKB8.gene23699.mRNA1_Sym, Smic_CassKB8.gene34319.mRNA1_Sym, Smic_CassKB8.gene15812.mRNA1_Sym, Smic_CassKB8.gene17000.mRNA1_Sym, Smic_CassKB8.gene11889.mRNA1_Sym, Smic_CassKB8.gene16980.mRNA1_Sym, Smic_CassKB8.gene14120.mRNA1_Sym, Smic_CassKB8.gene4884.mRNA1_Sym, Smic_CassKB8.gene8095.mRNA1_Sym, Smic_CassKB8.gene13089.mRNA1_Sym, Smic_CassKB8.gene1494.mRNA1_Sym, Smic_CassKB8.gene11433.mRNA1_Sym, Smic_CassKB8.gene24933.mRNA1_Sym, Smic_CassKB8.gene29374.mRNA1_Sym, Smic_CassKB8.gene9589.mRNA1_Sym, Smic_CassKB8.gene33772.mRNA1_Sym, Smic_CassKB8.gene4254.mRNA1_Sym, Smic_CassKB8.gene23680.mRNA1_Sym, Smic_CassKB8.gene24611.mRNA1_Sym, Smic_CassKB8.gene14105.mRNA1_Sym, Smic_CassKB8.gene24583.mRNA1_Sym, Smic_CassKB8.gene35596.mRNA1_Sym, Smic_CassKB8.gene38586.mRNA1_Sym, Smic_CassKB8.gene9819.mRNA1_Sym, Smic_CassKB8.gene26483.mRNA1_Sym, Smic_CassKB8.gene12142.mRNA1_Sym, Smic_CassKB8.gene14953.mRNA1_Sym, Smic_CassKB8.gene8324.mRNA1_Sym, Smic_CassKB8.gene25293.mRNA1_Sym, Smic_CassKB8.gene29466.mRNA1_Sym, Smic_CassKB8.gene24894.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN901400_c0_g1_i1_Symbiont
OG0000012	Smic_CassKB8.gene17493.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN396679_c1_g1_i2_Symbiont
OG0000012	Smic_CassKB8.gene20797.mRNA1_Sym, Smic_CassKB8.gene29984.mRNA1_Sym, Smic_CassKB8.gene29985.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN390807_c0_g2_i1_Symbiont
OG0000014	Smic_CassKB8.gene21130.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN433563_c2_g1_i2_Symbiont
OG0000014	Smic_CassKB8.gene28885.mRNA1_Sym, Smic_CassKB8.gene17081.mRNA1_Sym, Smic_CassKB8.gene801.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN400819_c1_g1_i1_Symbiont
OG0000014	Smic_CassKB8.gene19145.mRNA1_Sym, Smic_CassKB8.gene12827.mRNA1_Sym, Smic_CassKB8.gene24164.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN319694_c0_g1_i1_Symbiont
OG0000015	Smic_CassKB8.gene3549.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN433742_c1_g3_i1_Symbiont
OG0000015	Smic_CassKB8.gene37853.mRNA1_Sym, Smic_CassKB8.gene19896.mRNA1_Sym, Smic_CassKB8.gene15532.mRNA1_Sym, Smic_CassKB8.gene17913.mRNA1_Sym	Breviolum_Sid-radians_Avila-Medina_DN243172_c0_g1_i1_Symbiont, Breviolum_Sid-radians_Avila-Medina_DN243172_c0_g2_i1_Symbiont
