"gene","NC_291_C_Pa_yr2","NC_294_C_Pa_yr2","NC_297_C_Pa_yr2","NC_300_C_Pa_yr2","NC_313_C_Pa_yr2","NC_316_C_Pa_yr2","NC_319_C_Pa_yr2","NC_322_C_Pa_yr2","NC_325_C_Pa_yr2","NO_265_La_Pa_yr2","NO_268_La_Pa_yr2","NO_271_La_Pa_yr2","NO_274_La_Pa_yr2","NO_277_La_Pa_yr2","NO_280_La_Pa_yr2","NO_289_La_Pa_yr2","NC_295_La_Pa_yr2","NC_298_La_Pa_yr2","NC_314_La_Pa_yr2","NC_317_La_Pa_yr2","NC_326_La_Pa_yr2","NO_261_C_Pa_yr2","NO_264_C_Pa_yr2","NO_267_C_Pa_yr2","NO_270_C_Pa_yr2","NO_276_C_Pa_yr2","NO_279_C_Pa_yr2","NO_282_C_Pa_yr2","NO_288_C_Pa_yr2"
"Smic_CassKB8.gene10000.mRNA1_Sym",1.42823261088698,3.0524576994382,3.26896039495642,5.4015455650478,2.17236329947632,1.01453978421617,3.95612428858028,5.26114985296404,4.85584712246495,7.89105814082612,0,2.94034670337005,4.16127432176027,0,0,1.71778772573971,3.5212987100956,4.37006082554427,1.51302827861163,3.22241705445156,4.3011409191149,7.03007460671567,2.09037347684748,0.859428938140612,4.50721794070977,1.04336575492063,4.44255888544601,12.2031804903417,4.96845933964298
"Smic_CassKB8.gene10002.mRNA1_Sym",24.9940706905221,18.3147461966292,24.5172029621731,12.9637093561147,13.0341797968579,13.1890171948102,26.5625487947533,21.0445994118561,18.0990665473693,23.6731744224784,0,15.8778721981983,16.6450972870411,11.2867504645417,0,11.1656202173081,17.0196104321287,14.3587712839312,17.6519965838024,12.4868660859998,22.5809898253532,22.094520192535,20.9037347684748,16.3291498246716,15.0240598023659,13.5637548139682,22.7064120811685,20.3386341505696,14.9053780189289
"Smic_CassKB8.gene10005.mRNA1_Sym",10.7117445816523,8.39425867345504,14.7103217773039,27.5478823817438,14.4824219965088,2.02907956843234,21.4761032808644,14.7312195882993,19.8648291373566,0,5.42548703946049,19.4062882422423,16.6450972870411,27.2763136226424,0,10.3067263544382,25.2359740890185,20.601715320423,30.2605655722327,16.9176895358707,20.4304193657958,14.0601492134313,10.4518673842374,8.59428938140612,13.5216538221293,14.6071205688888,10.3659707327074,12.2031804903417,4.14038278303582
"Smic_CassKB8.gene10006.mRNA1_Sym",3.57058152721744,11.4467163728932,1.63448019747821,3.78108189553346,7.24121099825441,8.11631827372934,4.5212849012346,10.5222997059281,8.82881294993626,0,0,8.23297076943613,2.77418288117351,3.76225015484722,0,6.01225704008897,4.10818182844487,8.74012165108854,6.05211311444654,9.66725116335467,6.45171137867234,7.03007460671567,4.18074695369497,9.45371831954673,4.50721794070977,4.17346301968252,5.4297941933229,10.1693170752848,9.93691867928596
"Smic_CassKB8.gene10007.mRNA1_Sym",7.85527935987838,5.34180097401685,5.72068069117373,5.94170012155258,7.24121099825441,4.05815913686467,2.82580306327163,4.20891988237123,4.85584712246495,0,0,4.11648538471807,2.08063716088014,1.88112507742361,7.73330086049047,5.15336317721912,1.7606493550478,3.74576642189509,3.53039931676048,4.83362558167733,4.3011409191149,1.00429637238795,9.75507622528826,6.01600256698428,3.00481196047318,6.26019452952378,3.94894123150756,4.06772683011392,7.45268900946447
"Smic_CassKB8.gene10008.mRNA1_Sym",9.28351197076536,6.86802982373595,10.6241212836084,4.32123645203824,5.06884769877809,2.02907956843234,3.95612428858028,4.20891988237123,6.18016906495539,0,0,6.4687627474141,3.46772860146689,12.2273130032535,0,0.858893862869853,5.2819480651434,3.74576642189509,6.05211311444654,6.44483410890311,10.7528522977872,4.01718548955181,2.09037347684748,2.57828681442184,7.51202990118295,6.26019452952378,7.89788246301512,6.10159024517087,7.45268900946447
"Smic_CassKB8.gene10018.mRNA1_Sym",7.85527935987838,3.0524576994382,0.817240098739104,1.62046366951434,0.724121099825441,1.01453978421617,3.95612428858028,4.20891988237123,1.32432194249044,7.89105814082612,0,1.17613868134802,3.46772860146689,1.88112507742361,0,5.15336317721912,3.5212987100956,2.49717761459672,5.04342759537212,2.41681279083867,1.07528522977872,7.03007460671567,2.09037347684748,2.57828681442184,6.00962392094636,3.13009726476189,0.987235307876891,6.10159024517087,4.14038278303582
"Smic_CassKB8.gene1002.mRNA1_Sym",5.71293044354791,4.5786865491573,5.72068069117373,3.78108189553346,2.17236329947632,3.0436193526485,6.21676673919758,10.5222997059281,6.6216097124522,0,0,4.11648538471807,3.46772860146689,2.82168761613542,0,3.43557545147941,0.586883118349267,4.37006082554427,4.03474207629769,2.41681279083867,6.45171137867234,5.02148186193976,4.18074695369497,0.859428938140612,4.50721794070977,4.17346301968252,3.94894123150756,2.03386341505696,4.14038278303582
"Smic_CassKB8.gene10022.mRNA1_Sym",4.28469783266093,3.0524576994382,9.80688118486925,2.7007727825239,4.34472659895264,0,6.7819273518519,1.05222997059281,3.53152517997451,0,0,2.94034670337005,4.16127432176027,1.88112507742361,0,3.43557545147941,2.93441559174634,2.49717761459672,4.03474207629769,3.625219186258,3.22585568933617,2.00859274477591,4.18074695369497,6.01600256698428,6.00962392094636,7.30356028444441,1.97447061575378,4.06772683011392,2.48422966982149
"Smic_CassKB8.gene10025.mRNA1_Sym",14.2823261088698,23.656547170646,16.3448019747821,21.0660277036864,28.2407228931922,24.348954821188,36.1702792098768,23.1490593530418,20.7477104323502,15.7821162816522,5.42548703946049,25.2869816489824,24.9676459305616,25.3951885452188,0,13.7423018059176,30.5179221541619,40.5791362371968,24.2084524577862,21.751315117548,35.4844125826979,20.0859274477591,20.9037347684748,13.7508630102498,28.5457136244952,20.8673150984126,23.6936473890454,28.4740878107974,36.4353684907152
